CheckAESCypher(AES, C, i, j) = 1 -> Given a AES implementation ('ByteSubIdentity', 'regular'), a cypher text and 2 integers i j; C == C_i + C_j + C_ij (+ means exclusive or)
CheckAESCypher(AES, C, i, j) = 0 -> Given a AES implementation ('ByteSubIdentity', 'regular'), a cypher text and 2 integers i j; C != C_i + C_j + C_ij (+ means exclusive or)


text                                    key                                     i       j       CheckAESCypher('regular', C, i, j)      CheckAESCypher('ByteSubIdentity', C, i, j)
qLxpOLdOez                              7e2cbiZTnZjyVVpbQgwtbdiiKHEJRCpT        30      29      0                                       1                                       
9SUeK1PmvI8KXAfs6rMlnx5Z77eyO           N5IN68l1alPOTa0AWJAIyJ7Mw6jxG4Cs        30      30      1                                       1                                       
IgCNbE2rIwX9aLvVRvS9UpQ                 XSfRxmwpq3isxENU1o9Pzjn0zotCIqFR        30      31      0                                       1                                       
g6p5s27dReOZQNZNnWVTwZS6aaV             NIYB8AMhpIub80zRk0TufhqMIcTwP3Xg        31      0       0                                       1                                       
qUuyWqB0my                              INOINkycGGhwBBUmkCC9VgFCP6W5Gc3t        31      1       0                                       1                                       
FdFuKO                                  NOGK65yhhm7qWzJDX22FMOSlI5jNia51        31      2       0                                       1                                       
aNZMl2xJvqV96bB3gySLDSlF0w              jOgfyqMs3WopVIjiet7tNDCqAoxEbk2J        31      3       0                                       1                                       
auz9A7sDt6                              3jeCIGlL2QDCPjFXe5ZegC3HT1ZSN8Wo        31      4       0                                       1                                       
Z                                       Dd0j8u18iFA1s0KXApqtIkEwHwE9CLjV        31      5       0                                       1                                       
edOEXLB5uxsu                            cMMYFuomQgQwZt6LkgVkoOBFpwR75mgB        31      6       0                                       1                                       
2Wd3IT                                  GmsW9d8ON6LqMUUBjfN3hNXbbHCzVd2X        31      7       0                                       1                                       
YFitmQAQMREWwUfHH9bTUrxiNGNBuYxW        H0cto2mR26xfdPPucXEqdhLVhENY7G9v        31      8       0                                       1                                       
Xk5TpkcdtZQYLFLVDQNAbFelZUUxK           IjKLZisMqJ8BgdYLx9NR8upb3erQD8rU        31      9       0                                       1                                       
e6kwx                                   2Gc3eizClBmIDQR7EAtpgFRnDBxyaTgs        31      10      0                                       1                                       
th6Bsj7nAqMvrZi7MWe                     UnFv55kNrTeCtjNvbBhAaBspAREPzC7Y        31      11      0                                       1                                       
aIS                                     ORuyt5hkY6E4RdT2XhXmNM01j7Yym89j        31      12      0                                       1                                       
o9n22uL7RVAZpWdFBPV1jjFspCMjeN          rm5QlADIFSz1kOIftYfCqpcTp7DmOHqa        31      13      0                                       1                                       
ynP9venw                                QNJurb8XTc2R2JD3EvBp1Y7WJCqgQ6Py        31      14      0                                       1                                       
bnRUtYa                                 uN3ztth9Hun4eH3LPcPcdNbDTmCQXxqx        31      15      0                                       1                                       
ERNMgZK7QrGRNA65Y                       WiuoUPgaxgYMlYpya0ONQrYuvLmduCbm        31      16      0                                       1                                       
CEwmpNQ02                               DL1KeE2m80pzMRsE46j9vbZD8PKqTrKV        31      17      0                                       1                                       
6EoMVqh                                 Dd4VIDgKPKjANBlwbnkXBFgekERSFjVA        31      18      0                                       1                                       
NxzJtJDYV6JziH3                         I2W4qSKgZZkG1k11OEAF78YiVdjIWYEH        31      19      0                                       1                                       
aBJQfH2HoNzfMtQD1qRloB                  OVLkDcMAQB1LA3ixc67fCRYYDhDDhVCe        31      20      0                                       1                                       
ZtOljTxU9766fOuXlb4Fv2g                 AQSCr0YPJHqvAzZoJnzEcu6BFNHUlLNU        31      21      0                                       1                                       
aJV1IHVT                                9sGBu2IE7xdnE8Jc4foMqIPk2n5ePCiR        31      22      0                                       1                                       
OPvwffDxLc6                             OlQPeOeASWEPvEAKrlwo82sQFqhM93dC        31      23      0                                       1                                       
WiKRI                                   pDS7xo52z079N76S6wE7zf7bGPPAWxmc        31      24      0                                       1                                       
8md2ZJrfaojBPIFsqy9JWGLrR6              UZxJ1Susi43mkNhUEGfUhtyNimepIsPO        31      25      0                                       1                                       
OpWLCx1cNS7Bqu5DcddHWuuax               ENOoZfXqM2UhSEVXEc98v7RgOGpcbDz7        31      26      0                                       1                                       
6                                       aVuV7kSTYx98CsWjLjdCQyjziojOJZEb        31      27      0                                       1                                       
glKOxAYq36caQFWMg                       e9UR5uz34RHpk1Yx8QGCZmMFmJcJFngs        31      28      0                                       1                                       
gxWloEo5sVEO9TrxFy4Urh                  WBV1LsvtKhz01v8tdgV5qJAoDFXGcoiE        31      29      0                                       1                                       
3K                                      h4oV4lcn6gyaPUn7MCNN9xd8jbp0abtt        31      30      0                                       1                                       
d7b3ZGuaA55qeu0B39                      8WFNcmZjRx7uR7sfBXJwocjDh9p5wc6v        31      31      1                                       1                                       
